F,L,N,gpa
1132,1139,7,3.9
1132,1146,6,4.1
1132,1172,10,3.5
1132,1132,7,3.46
1132,1132,8,
1132,1142,10,0.71
1132,1132,5,4.1
1132,1132,5,4.1
1132,1149,13,3.63
1132,1132,5,0.1
1132,1132,8,0.1
1132,1209,45,2.86
1132,1132,5,3.8
1132,1139,12,2.42
1132,1142,18,1.51
1132,1142,10,3.55
1132,1139,6,3.1
1132,1162,32,3.24
1132,1139,13,3.35
1132,1132,8,3.6
1132,1142,10,1.95
1132,1132,8,1.1
1132,1182,44,2.57
1132,1179,45,2.91
1132,1169,36,2.91
1132,1149,10,2.82
1132,1162,35,3.12
1132,1139,10,0.5
1132,1192,44,3.59
1132,1172,37,3.15
1132,1169,37,3.27
1132,1182,35,3.24
1132,1182,52,3.05
1132,1132,8,
1132,1142,10,2.95
1132,1132,8,0.6
1132,1132,5,4.1
1132,1139,6,3.6
1132,1169,6,
1132,1132,6,
1132,1132,5,3.1
1132,1162,23,1.85
1132,1132,6,4.1
1132,1132,6,2.1
1132,1132,5,2.1
1132,1132,5,3.8
1132,1139,6,4.1
1132,1132,6,4.1
1132,1149,12,0.85
1132,1142,13,1.52
1132,1132,8,1.2
1132,1152,30,3.55
1132,1159,33,3.58
1132,1132,5,
1132,1162,30,3.91
1132,1132,8,2.6
1132,1132,7,1.1
1132,1132,6,
1132,1159,30,2.51
1132,1162,34,4.07
1132,1199,34,2.22
1132,1139,9,1.86
1132,1132,5,3.1
1132,1156,31,2.66
1132,1182,32,2.96
1132,1132,5,4.1
1132,1149,13,3.85
1132,1169,37,3.27
1132,1132,8,0.1
1132,1182,39,2.39
1132,1229,73,2.74
1132,1142,16,4.02
1132,1132,5,
1132,1139,12,4.02
1132,1139,12,
1132,1162,24,3.79
1132,1182,44,2.57
1132,1132,5,3.8
1132,1209,14,1.08
1132,1139,6,3.95
1132,1139,9,4.04
1132,1229,11,4.05
1132,1229,34,2.94
1132,1162,31,2.52
1132,1169,39,3.19
1132,1142,9,3.24
1132,1139,13,0.43
1132,1139,12,3.5
1132,1139,8,3.75
1132,1192,48,3.82
1132,1189,41,3.44
1132,1142,11,1.1
1132,1142,18,3.14
1132,1182,43,3.54
1132,1159,25,3.58
1132,1132,5,
1132,1162,40,4.03
1132,1149,22,2.07
1132,1132,7,3.46
1132,1209,46,3.31
1132,1149,23,3.65
1132,1139,7,3.53
1132,1182,44,3.57
1132,1139,12,2.33
1132,1152,12,2.33
1132,1162,34,3.28
1132,1142,9,2.92
1132,1139,13,0.43
1132,1136,6,
1132,1139,12,1.82
1132,1142,15,1.3
1132,1142,7,3.76
1132,1149,23,3.58
1132,1139,6,2.95
1132,1132,5,4.1
1132,1132,8,
1132,1142,9,1.86
1132,1132,5,3.1
1132,1142,9,2.92
1132,1132,5,3.4
1132,1146,22,2.36
1132,1152,17,3.76
1132,1142,17,2.59
1132,1142,15,1.43
1132,1159,30,2.51
1132,1132,8,3.0
1132,1142,7,2.53
1132,1229,32,3.22
1132,1139,11,1.1
1132,1149,8,2.77
1132,1139,14,3.9
1132,1169,44,3.91
1132,1182,14,3.24
1132,1172,32,2.45
1132,1132,5,
1132,1149,12,0.3
1132,1132,5,
1132,1139,12,3.6
1132,1162,29,4.04
1132,1189,27,3.94
1132,1132,8,3.0
1132,1179,37,3.89
1132,1156,7,3.0
1132,1189,24,3.21
1132,1152,17,2.76
1132,1152,25,3.98
1132,1132,8,1.2
1132,1149,23,3.45
1132,1132,5,2.1
1132,1179,42,2.17
1132,1172,55,3.06
1132,1132,8,
1132,1182,21,3.75
1132,1139,13,2.02
1132,1182,55,2.53
1132,1132,5,4.1
1132,1132,5,4.1
1132,1202,57,2.65
1132,1132,8,3.0
1132,1132,5,3.4
1132,1132,7,0.1
1132,1132,8,
1132,1132,9,0.1
1132,1189,54,2.95
1132,1162,24,4.06
1132,1142,7,4.0
1132,1132,8,0.43
1132,1179,12,2.43
1132,1132,8,2.67
1132,1132,5,3.1
1132,1162,43,2.46
1132,1132,5,2.8
1132,1132,5,0.1
1132,1159,9,3.1
1132,1142,8,3.3
1132,1159,13,3.9
1132,1132,6,
1132,1132,8,0.1
1132,1139,6,3.75
1132,1142,16,1.7
1132,1142,13,3.62
1132,1142,16,4.02
1136,1162,32,2.49
1136,1136,6,2.95
1136,1209,47,3.1
1136,1136,5,
1136,1142,13,1.77
1136,1136,6,3.6
1136,1219,34,1.57
1136,1136,5,3.4
1136,1142,8,1.0
1136,1149,13,1.1
1136,1136,5,4.1
1136,1136,5,4.1
1136,1146,6,4.1
1136,1136,5,3.1
1136,1159,30,3.26
1136,1136,5,3.1
1136,1136,5,
1136,1162,28,2.95
1136,1209,47,3.1
1136,1222,58,3.06
1136,1136,5,
1136,1212,57,2.88
1136,1172,42,3.44
1136,1182,30,2.35
1136,1136,5,2.1
1136,1136,5,3.4
1136,1209,33,2.13
1136,1169,9,3.36
1136,1139,9,0.1
1136,1159,27,2.4
1136,1182,36,1.85
1136,1139,10,2.02
1136,1136,5,3.4
1136,1136,5,
1136,1136,5,
1136,1152,23,2.15
1136,1172,42,2.96
1136,1142,14,2.58
1136,1209,35,2.52
1136,1149,14,4.06
1136,1192,37,3.04
1136,1142,14,2.84
1136,1136,5,0.1
1136,1146,6,3.95
1136,1199,29,2.2
1136,1159,28,2.83
1136,1136,5,4.1
1136,1142,14,1.47
1136,1146,9,3.64
1136,1179,47,3.31
1136,1179,42,3.02
1136,1189,49,2.89
1136,1189,46,2.67
1136,1136,5,4.1
1136,1189,51,3.08
1136,1149,17,3.6
1136,1139,10,0.1
1136,1209,53,2.47
1136,1179,41,3.21
1136,1142,11,0.76
1136,1136,5,0.1
1136,1179,42,3.02
1136,1172,43,2.78
1136,1199,47,3.25
1136,1139,9,
1136,1142,14,1.52
1136,1136,5,2.4
1136,1159,22,1.85
1136,1142,6,
1136,1189,44,2.14
1136,1139,8,
1136,1136,5,3.1
1136,1149,11,0.1
1136,1142,10,2.42
1136,1139,6,
1136,1142,16,3.34
1136,1139,11,2.75
1136,1149,19,3.26
1136,1146,6,2.4
1136,1149,11,2.95
1136,1142,14,2.6
1136,1172,37,3.11
1136,1142,7,
1136,1136,5,
1136,1152,18,1.28
1136,1149,18,1.3
1136,1136,5,
1136,1172,41,3.68
1136,1192,30,4.0
1136,1199,31,2.17
1136,1142,14,3.38
1136,1199,47,3.25
1136,1142,14,0.95
1136,1136,5,
1136,1229,43,2.62
1136,1179,29,3.08
1136,1146,6,4.1
1136,1182,50,3.78
1136,1136,5,
1136,1142,6,
1136,1202,46,2.78
1136,1139,9,
1136,1182,45,2.13
1136,1136,6,2.6
1136,1189,48,2.97
1136,1192,52,3.1
1136,1139,9,0.1
1136,1136,5,4.1
1136,1179,35,2.3
1136,1219,22,1.92
1136,1136,5,2.8
1136,1146,14,1.58
1136,1229,49,3.47
1136,1136,5,3.8
1136,1159,36,2.55
1136,1136,5,2.4
1136,1142,14,1.95
1136,1182,54,2.66
1136,1136,5,
1136,1192,47,2.38
1136,1136,5,
1136,1142,13,0.85
1136,1139,9,0.1
1136,1162,14,1.81
1136,1136,5,4.1
1136,1162,30,1.96
1136,1136,5,0.1
1136,1229,51,3.69
1136,1149,20,2.35
1136,1136,5,4.1
1136,1172,43,2.74
1136,1152,23,1.7
1136,1142,12,0.43
1136,1152,20,1.64
1136,1139,9,0.1
1136,1189,40,2.86
1136,1136,5,4.1
1136,1172,37,2.82
1136,1136,5,
1136,1159,29,2.14
1136,1139,9,0.85
1136,1152,13,2.15
1136,1136,5,4.1
1136,1142,11,0.76
1136,1169,19,2.33
1136,1162,20,3.18
1136,1149,17,2.75
1136,1192,25,3.16
1136,1162,33,1.93
1136,1156,24,1.45
1136,1136,5,
1136,1189,45,2.53
1136,1142,15,1.76
1136,1136,5,
1136,1152,22,2.87
1136,1142,11,1.16
1136,1142,14,2.86
1136,1142,14,3.75
1136,1159,27,2.33
1136,1136,5,4.1
1136,1142,14,2.6
1136,1136,5,4.1
1136,1136,5,3.8
1136,1149,18,3.32
1136,1142,13,1.77
1136,1136,5,
1136,1136,5,3.8
1136,1136,5,2.8
1136,1182,34,1.64
1136,1189,48,3.12
1136,1136,5,
1136,1199,52,2.93
1136,1136,5,2.8
1136,1142,14,1.24
1136,1212,57,2.88
1136,1146,15,1.51
1136,1149,19,2.35
1136,1172,37,3.25
1136,1219,28,3.63
1136,1149,19,1.85
1136,1142,13,0.85
1136,1142,12,1.5
1136,1172,36,3.17
1136,1142,7,3.1
1136,1139,8,0.1
1136,1149,21,1.0
1136,1136,5,2.4
1136,1152,22,2.21
1136,1202,62,2.12
1136,1152,24,1.84
1136,1172,43,3.17
1136,1172,39,2.09
1136,1172,32,3.4
1136,1149,15,0.1
1136,1179,42,2.58
1136,1149,17,2.01
1136,1136,5,4.1
1136,1172,37,2.82
1136,1182,32,2.32
1136,1162,29,2.67
1136,1172,41,3.68
1136,1136,5,
1136,1182,45,2.97
1136,1192,46,2.99
1136,1149,18,1.02
1136,1149,14,3.95
1136,1136,5,4.1
1136,1136,5,4.1
1136,1189,54,2.82
1136,1142,15,3.16
1136,1152,19,1.4
1136,1136,6,2.75
1136,1152,8,3.77
1136,1136,5,
1136,1149,20,2.52
1136,1212,60,2.75
1136,1152,24,1.73
1136,1142,14,4.1
1136,1142,14,2.0
1136,1172,11,0.85
1136,1189,47,3.78
1136,1142,15,3.1
1136,1156,6,3.25
1136,1139,9,0.85
1136,1142,13,2.16
1136,1142,13,1.81
1136,1136,5,3.8
1136,1139,6,3.6
1136,1136,6,3.95
1136,1152,25,2.61
1136,1192,44,2.46
1136,1142,14,0.1
1136,1142,13,1.4
1136,1142,13,2.77
1136,1136,5,4.1
1136,1159,26,2.45
1136,1136,5,4.1
1136,1179,43,2.79
1136,1149,15,1.26
1136,1149,15,1.26
1136,1192,45,3.31
1136,1149,13,0.9
1136,1229,39,2.58
1136,1139,9,0.1
1136,1182,42,2.7
1136,1152,6,0.1
1136,1172,17,1.57
1136,1136,5,
1136,1149,20,2.36
1136,1136,5,4.1
1136,1136,5,0.1
1136,1136,6,2.95
1136,1136,5,3.1
1136,1136,5,
1136,1182,43,3.48
1136,1149,15,1.6
1136,1142,13,0.1
1136,1136,5,2.4
1136,1149,13,0.1
1136,1182,46,2.3
1136,1142,13,0.1
1136,1162,30,2.27
1136,1136,5,4.1
1136,1152,6,4.1
1136,1136,5,
1136,1136,5,
1136,1182,47,2.65
1136,1182,46,3.32
1136,1172,21,3.34
1136,1139,10,0.1
1136,1136,5,4.1
1136,1152,21,2.0
1136,1136,5,3.4
1136,1162,29,2.67
1136,1142,14,1.36
1136,1142,13,1.31
1136,1149,17,
1136,1222,46,2.7
1136,1179,39,2.89
1136,1142,13,2.85
1136,1149,16,2.06
1136,1179,47,3.2
1136,1136,5,2.4
1136,1142,15,1.76
1136,1172,30,1.91
1136,1142,15,1.0
1136,1179,40,3.42
1136,1146,8,4.02
1136,1152,24,2.25
1136,1142,14,0.56
1136,1136,6,4.1
1136,1152,27,2.91
1136,1142,14,2.4
1136,1152,24,3.11
1136,1152,24,3.92
1136,1146,6,1.75
1136,1139,9,
1136,1136,5,4.1
1136,1159,22,3.28
1136,1136,5,
1136,1162,29,2.67
1136,1142,14,1.22
1136,1172,38,2.79
1136,1136,5,
1136,1136,5,
1136,1189,40,2.67
1136,1182,44,2.68
1136,1142,13,0.1
1136,1222,57,1.76
1136,1136,5,
1136,1136,5,
1136,1152,19,2.62
1136,1162,16,1.72
1136,1179,41,2.55
1136,1159,27,1.93
1136,1139,9,3.85
1136,1159,19,2.9
1136,1152,27,2.37
1136,1149,19,2.35
1136,1136,6,3.1
1136,1169,34,2.52
1136,1172,30,2.17
1136,1152,20,1.2
1136,1149,19,3.26
1136,1159,28,2.64
1136,1136,5,
1136,1136,5,4.1
1136,1182,42,2.7
1136,1142,15,0.35
1136,1142,10,2.42
1136,1149,14,3.76
1136,1136,5,2.8
1136,1142,13,0.1
1136,1136,5,4.1
1136,1179,39,2.89
1136,1152,19,1.4
1136,1179,27,3.46
1136,1139,9,0.1
1136,1162,9,3.76
1136,1219,37,2.91
1136,1142,16,1.43
1136,1149,16,1.27
1136,1136,5,4.1
1136,1159,28,2.78
1136,1182,32,2.32
1136,1136,5,
1136,1136,5,2.1
1136,1146,13,1.57
1136,1209,60,2.67
1136,1139,9,1.1
1136,1136,5,
1136,1199,63,3.01
1136,1136,5,
1136,1162,29,1.26
1136,1159,28,3.53
1136,1136,5,3.4
1136,1139,8,0.92
1136,1222,47,3.06
1136,1182,40,2.48
1136,1189,48,3.01
1136,1202,55,3.27
1136,1179,40,3.33
1136,1192,25,1.64
1136,1159,21,1.27
1136,1182,47,2.89
1136,1192,56,2.91
1136,1136,5,
1136,1172,42,2.85
1136,1182,46,2.48
1136,1162,9,3.76
1139,1139,5,
1139,1149,6,4.1
1139,1149,17,2.61
1139,1229,57,3.26
1139,1142,12,3.68
1139,1159,21,3.37
1139,1139,9,3.42
1139,1142,8,3.92
1139,1156,17,2.74
1139,1212,43,3.68
1139,1172,44,3.37
1139,1172,40,2.68
1139,1149,17,3.73
1139,1142,12,0.6
1139,1146,9,
1139,1162,29,3.42
1139,1192,57,2.45
1139,1142,15,3.37
1139,1212,23,2.91
1139,1179,21,1.85
1139,1209,34,2.68
1139,1139,8,3.1
1139,1149,17,1.1
1139,1142,8,3.92
1139,1172,43,4.06
1139,1159,27,2.99
1139,1179,27,2.29
1139,1139,6,
1139,1212,59,3.66
1139,1159,15,3.7
1139,1142,14,2.55
1139,1182,42,3.14
1139,1139,8,1.1
1139,1152,17,2.43
1139,1149,18,3.4
1139,1192,45,3.83
1139,1199,50,2.23
1139,1172,38,4.0
1139,1139,7,
1139,1202,41,3.19
1139,1172,42,4.05
1139,1142,11,1.62
1139,1172,50,2.83
1139,1152,22,1.2
1139,1142,13,2.43
1139,1169,28,1.94
1139,1139,8,2.1
1139,1142,13,1.38
1139,1162,33,1.95
1139,1172,25,2.86
1139,1172,38,2.57
1139,1149,15,2.5
1139,1152,24,1.42
1139,1189,44,3.39
1139,1182,51,2.79
1139,1192,50,3.61
1139,1212,58,2.54
1139,1146,18,3.93
1139,1172,17,3.55
1139,1182,20,3.58
1139,1159,25,2.37
1139,1152,23,3.48
1139,1172,43,3.71
1139,1172,44,3.45
1139,1142,8,4.1
1139,1152,6,3.8
1139,1142,6,3.75
1139,1172,33,1.68
1139,1139,5,2.8
1139,1192,8,3.66
1139,1182,46,3.81
1139,1179,40,3.12
1139,1139,6,
1139,1139,8,3.02
1139,1139,5,4.1
1139,1149,16,3.52
1139,1152,19,1.89
1139,1142,13,0.35
1139,1152,22,2.89
1139,1142,12,0.1
1139,1149,8,3.7
1139,1149,20,3.87
1139,1139,9,0.9
1139,1139,10,0.6
1139,1229,25,4.0
1139,1152,22,1.34
1139,1162,27,2.41
1139,1152,23,1.86
1139,1139,8,3.1
1139,1199,38,3.35
1139,1229,27,1.92
1139,1182,44,3.5
1139,1179,40,3.98
1139,1139,6,1.75
1139,1159,18,3.57
1139,1142,8,4.02
1139,1179,48,3.22
1139,1189,36,1.9
1139,1189,46,3.41
1139,1142,8,3.95
1139,1159,15,3.7
1139,1152,23,2.1
1139,1182,46,2.78
1139,1169,10,1.6
1139,1139,7,
1139,1162,9,3.52
1139,1142,10,3.93
1139,1229,44,3.72
1139,1142,12,0.1
1139,1162,25,2.78
1139,1229,41,2.07
1139,1152,22,2.75
1139,1162,22,1.5
1139,1142,6,3.4
1139,1162,37,3.57
1139,1146,16,3.22
1139,1142,12,3.05
1139,1192,38,2.53
1139,1189,46,2.19
1139,1139,5,
1139,1172,17,3.73
1139,1152,27,2.44
1139,1202,22,3.21
1139,1172,37,2.3
1139,1149,16,1.1
1139,1169,22,2.13
1139,1229,51,3.49
1139,1142,11,3.3
1139,1162,28,3.25
1139,1229,48,1.72
1139,1139,5,3.4
1139,1219,21,3.45
1139,1162,17,3.96
1139,1212,23,3.9
1139,1146,13,3.36
1139,1156,24,2.63
1139,1139,5,3.1
1139,1192,50,3.61
1139,1179,20,2.8
1139,1162,34,2.58
1139,1142,9,0.67
1139,1139,6,1.95
1139,1139,8,3.77
1139,1192,45,3.61
1139,1139,5,
1139,1149,14,1.04
1139,1152,25,3.5
1139,1139,7,3.75
1139,1212,58,2.54
1139,1139,8,3.95
1139,1152,22,2.04
1139,1139,8,3.45
1139,1142,7,3.66
1139,1142,13,1.95
1139,1172,37,3.26
1139,1142,11,1.43
1139,1142,8,4.1
1139,1142,14,2.92
1139,1172,40,3.08
1139,1149,13,3.31
1139,1162,28,3.25
1139,1182,29,3.36
1139,1182,58,3.42
1139,1162,24,2.03
1139,1146,16,1.63
1139,1189,54,3.0
1139,1179,35,2.39
1139,1152,14,3.81
1139,1212,45,2.92
1139,1159,24,3.77
1139,1199,38,3.35
1139,1139,5,1.1
1139,1152,17,2.85
1139,1212,56,2.56
1139,1146,15,3.98
1139,1229,41,2.07
1139,1139,6,
1139,1139,5,2.1
1139,1139,5,4.1
1139,1169,33,3.62
1139,1142,6,4.1
1139,1182,52,3.0
1139,1169,22,2.13
1139,1199,41,3.95
1139,1142,7,
1139,1219,56,1.88
1139,1179,28,2.46
1139,1212,23,3.9
1139,1146,14,3.41
1139,1139,5,4.1
1139,1229,65,3.14
1139,1172,42,3.97
1139,1139,9,
1139,1139,6,1.1
1139,1139,5,4.1
1139,1159,24,4.02
1139,1142,14,1.35
1139,1192,45,3.61
1139,1189,52,2.82
1139,1152,27,3.66
1139,1162,29,2.39
1139,1159,24,1.74
1139,1139,9,0.1
1139,1146,8,3.85
1139,1209,13,3.6
1139,1172,38,4.1
1139,1189,40,3.3
1139,1179,46,3.65
1139,1152,19,1.51
1139,1172,46,3.9
1139,1139,6,
1139,1172,39,3.52
1139,1139,5,
1139,1152,21,2.4
1139,1142,12,0.67
1139,1142,11,1.76
1139,1172,43,3.89
1139,1182,34,2.87
1139,1152,19,1.48
1139,1152,15,1.25
1139,1219,43,3.12
1139,1139,6,3.45
1139,1149,16,1.88
1139,1142,8,4.1
1139,1182,39,2.6
1139,1152,22,2.04
1139,1169,32,2.43
1139,1172,44,3.87
1139,1182,45,2.69
1139,1142,8,4.02
1139,1139,8,
1139,1142,13,3.91
1139,1139,9,0.1
1139,1139,8,3.85
1139,1219,56,1.88
1139,1169,33,3.71
1139,1142,8,4.02
1139,1179,43,3.72
1139,1152,10,3.6
1139,1179,22,3.07
1139,1212,43,3.68
1139,1142,8,4.1
1139,1202,57,3.26
1139,1182,49,3.37
1139,1172,42,3.79
1139,1172,38,3.77
1139,1139,7,0.1
1139,1142,14,3.71
1139,1149,17,1.38
1139,1219,56,1.88
1139,1172,26,4.05
1139,1152,23,3.02
1139,1146,14,4.1
1139,1139,9,1.42
1139,1169,25,3.16
1139,1202,7,3.6
1139,1139,6,
1139,1142,6,4.1
1139,1139,8,
1139,1172,55,3.75
1139,1169,33,3.16
1139,1142,10,4.1
1139,1142,14,2.66
1139,1159,19,1.49
1139,1172,38,2.84
1139,1169,30,3.56
1139,1142,13,1.02
1139,1142,8,3.95
1139,1152,14,0.97
1139,1139,8,0.1
1139,1159,14,3.35
1139,1142,10,4.1
1139,1159,24,3.68
1139,1142,6,3.1
1139,1182,43,2.91
1139,1142,13,3.47
1139,1172,28,2.64
1139,1189,44,3.55
1139,1192,35,2.72
1139,1142,12,1.05
1139,1192,43,3.21
1139,1189,43,3.33
1139,1139,5,3.4
1139,1142,10,2.55
1139,1139,8,3.77
1139,1202,39,2.33
1139,1142,14,2.2
1139,1162,26,1.9
1139,1172,38,3.62
1139,1202,62,2.85
1139,1182,44,3.55
1139,1172,40,2.68
1139,1172,54,3.54
1139,1212,58,2.54
1139,1142,13,0.1
1139,1202,53,3.82
1139,1202,46,3.94
1139,1152,22,2.04
1139,1139,9,3.64
1139,1152,16,2.65
1139,1139,5,0.1
1139,1159,26,3.34
1139,1162,20,3.64
1139,1189,52,3.77
1139,1159,22,1.96
1139,1149,11,3.48
1139,1142,11,1.0
1139,1146,13,3.32
1139,1169,37,3.37
1139,1172,23,3.57
1139,1146,15,2.31
1139,1142,10,3.93
1139,1142,12,2.64
1139,1142,14,3.74
1139,1146,16,3.55
1139,1139,6,
1139,1142,6,3.95
1139,1162,13,1.17
1139,1152,20,2.3
1139,1142,12,3.26
1139,1182,44,3.23
1139,1142,8,3.95
1139,1152,22,3.66
1139,1172,43,3.67
1139,1139,7,0.1
1139,1192,37,2.81
1139,1139,8,3.7
1139,1179,45,2.9
1139,1172,40,3.34
1139,1182,58,3.42
1139,1139,5,
1139,1159,21,3.43
1139,1152,7,4.1
1139,1182,46,2.84
1139,1139,7,1.66
1139,1152,14,1.27
1139,1142,15,1.1
1139,1139,8,2.1
1139,1162,28,3.25
1139,1152,22,2.74
1139,1159,11,3.21
1139,1156,27,3.54
1139,1202,33,2.31
1139,1159,10,3.0
1139,1139,5,4.1
1139,1139,7,
1139,1142,13,2.65
1139,1146,16,1.63
1139,1152,22,2.04
1139,1182,49,3.47
1139,1189,6,3.8
1139,1159,30,2.55
1139,1159,18,4.05
1139,1139,5,3.1
1139,1222,52,2.76
1139,1152,19,1.0
1139,1199,28,4.0
1139,1146,8,3.85
1139,1152,16,1.1
1139,1139,5,3.4
1139,1142,8,3.92
1139,1202,15,2.57
1139,1152,20,2.3
1139,1142,8,4.1
1139,1162,19,2.67
1139,1169,27,3.89
1139,1142,6,3.1
1139,1182,45,2.53
1139,1152,24,2.88
1139,1142,10,0.1
1139,1142,8,3.95
1139,1162,28,3.25
1139,1162,30,2.89
1139,1152,23,2.53
1139,1192,38,2.98
1139,1182,45,3.86
1139,1139,5,
1139,1142,8,3.92
1139,1162,28,2.56
1139,1182,46,2.84
1139,1139,7,2.43
1139,1169,33,3.71
1139,1172,50,2.83
1139,1169,28,2.56
1139,1199,51,2.72
1139,1159,29,2.57
1139,1139,7,3.43
1139,1179,15,2.97
1139,1172,12,3.43
1139,1152,23,2.27
1139,1162,31,3.07
1139,1142,11,0.43
1139,1159,24,2.34
1139,1152,21,1.6
1139,1142,13,3.11
1139,1152,14,1.51
1139,1182,41,3.65
1139,1152,20,2.03
1139,1219,19,3.8
1139,1142,16,3.13
1139,1172,51,4.03
1139,1139,5,0.1
1139,1142,8,4.1
1139,1192,44,2.68
1139,1229,7,
1139,1139,6,3.1
1139,1209,52,4.03
1139,1162,13,2.85
1139,1149,16,0.1
1139,1152,21,2.4
1139,1146,16,3.22
1139,1162,33,2.2
1139,1142,6,3.1
1139,1162,31,2.51
1139,1172,41,3.77
1139,1169,29,2.75
1139,1139,5,4.1
1139,1139,8,
1139,1162,29,3.42
1139,1172,22,1.28
1139,1152,18,3.69
1139,1142,10,3.93
1139,1139,6,
1139,1139,7,0.1
1139,1192,32,2.68
1139,1139,5,2.4
1139,1142,6,3.1
1139,1152,11,
1139,1139,7,
1139,1179,21,1.85
1139,1152,9,3.04
1139,1139,5,4.1
1139,1172,23,3.13
1139,1139,8,2.92
1139,1159,12,2.9
1139,1179,19,2.51
1139,1172,42,3.27
1139,1142,13,3.26
1139,1172,31,3.58
1139,1182,15,3.73
1139,1192,37,2.81
1139,1139,5,
1139,1142,12,0.1
1139,1199,64,2.53
1139,1142,13,1.1
1139,1162,23,2.67
1139,1149,16,3.32
1139,1152,23,3.42
1139,1142,16,4.02
1139,1159,14,3.81
1139,1142,14,3.53
1139,1202,42,3.83
1139,1139,8,3.67
1139,1172,40,3.84
1139,1152,22,3.62
1139,1142,11,1.36
1139,1159,25,3.75
1139,1142,13,1.27
1139,1149,16,0.1
1139,1182,45,2.57
1139,1142,14,0.1
1139,1149,15,2.5
1139,1139,10,
1139,1142,11,0.1
1139,1182,45,2.57
1139,1142,6,4.1
1139,1189,39,3.6
1139,1139,9,
1139,1142,12,3.85
1139,1222,52,3.94
1139,1172,40,2.95
1139,1179,40,2.88
1139,1199,62,3.36
1139,1182,17,3.58
1139,1172,55,3.75
1139,1142,13,3.0
1139,1172,40,3.08
1139,1172,38,4.1
1139,1139,8,0.6
1139,1142,8,3.95
1139,1139,5,
1139,1179,24,2.67
1139,1162,23,2.67
1139,1139,9,2.5
1139,1142,12,1.81
1139,1139,5,
1139,1162,31,3.05
1139,1142,13,3.53
1139,1139,5,3.4
1139,1139,7,1.76
1139,1142,8,4.02
1139,1139,9,0.1
1139,1142,14,2.26
1139,1169,32,3.39
1139,1172,42,4.05
1139,1139,8,3.95
1139,1169,17,3.65
1139,1169,28,2.56
1139,1139,5,3.4
1139,1149,13,3.13
1139,1162,33,3.58
1139,1142,8,3.85
1139,1149,16,3.64
1139,1139,7,3.1
1139,1152,25,3.77
1139,1172,42,3.36
1139,1142,12,3.88
1139,1162,33,1.58
1139,1229,44,2.93
1139,1182,26,3.08
1139,1152,21,2.25
1139,1142,10,3.33
1139,1182,42,3.27
1139,1202,39,2.33
1139,1139,6,
1139,1142,9,3.12
1139,1182,37,3.63
1139,1179,40,3.36
1139,1139,5,
1139,1189,38,3.54
1139,1199,35,3.16
1139,1156,10,3.38
1139,1192,27,2.95
1139,1139,9,3.98
1139,1159,21,3.37
1139,1142,12,3.52
1139,1172,23,4.01
1139,1162,29,1.8
1139,1139,6,3.95
1139,1162,28,3.7
1139,1142,8,3.77
1139,1152,15,3.91
1139,1142,11,1.7
1139,1159,19,1.91
1139,1142,13,0.6
1139,1192,49,2.63
1139,1159,24,1.43
1139,1222,55,3.44
1139,1139,8,
1139,1139,6,
1139,1139,6,0.1
1139,1142,7,
1139,1162,28,2.56
1139,1156,14,4.1
1139,1212,52,3.18
1139,1139,5,3.8
1139,1152,25,2.88
1139,1182,46,2.66
1139,1152,22,2.53
1139,1142,6,0.1
1139,1139,6,1.95
1139,1202,44,2.72
1139,1182,48,2.88
1139,1149,18,2.6
1139,1182,48,3.29
1139,1202,31,3.35
1139,1179,51,3.07
1139,1139,5,
1139,1182,52,3.01
1139,1142,6,3.1
1139,1152,23,3.25
1139,1156,24,3.06
1139,1139,5,4.1
1139,1172,45,3.68
1139,1142,8,3.35
1139,1139,5,
1139,1189,46,3.41
1139,1162,20,3.79
1139,1146,13,2.53
1139,1152,24,2.47
1139,1219,60,2.84
1139,1139,6,
1139,1142,8,3.75
1139,1169,37,3.01
1139,1149,13,2.68
1139,1142,10,2.05
1139,1139,5,
1139,1142,13,3.04
1139,1139,6,
1139,1139,8,1.1
1139,1202,49,3.43
1139,1142,12,2.2
1139,1146,17,2.91
1139,1139,7,
1139,1139,8,3.1
1139,1149,14,1.04
1139,1159,28,2.99
1142,1142,7,4.0
1142,1142,9,0.1
1142,1179,9,3.35
1142,1169,30,3.73
1142,1192,36,3.11
1142,1159,21,2.52
1142,1179,21,2.46
1142,1159,10,2.88
1142,1142,6,4.1
1142,1192,42,3.22
1142,1142,5,
1142,1142,6,4.1
1142,1182,40,3.56
1142,1152,8,3.42
1142,1179,31,2.24
1142,1142,5,4.1
1142,1192,41,3.27
1142,1202,37,3.3
1142,1179,42,2.56
1142,1159,24,3.07
1142,1159,23,3.19
1142,1149,6,3.4
1142,1142,5,
1142,1152,7,3.45
1142,1142,8,0.1
1142,1146,7,4.1
1142,1152,9,3.18
1142,1169,30,3.5
1142,1159,30,4.06
1142,1149,13,3.1
1142,1142,7,
1142,1152,7,3.6
1142,1199,18,3.44
1142,1149,14,2.02
1142,1142,6,
1142,1142,5,3.4
1142,1202,49,3.13
1142,1152,18,1.76
1142,1199,41,2.94
1142,1156,14,4.03
1142,1189,17,3.62
1142,1142,5,2.1
1142,1159,22,3.73
1142,1212,51,3.26
1142,1142,5,3.4
1142,1142,5,2.8
1142,1156,14,3.76
1142,1229,7,4.1
1142,1189,44,2.6
1142,1142,7,
1142,1169,22,2.98
1142,1162,13,3.82
